key_mlbam,slug
665861,sebastianrivero
669221,seanmurphy
642834,jonathanbermudez
667690,cjstubbs
622098,drewsmith
600986,thyagovieira
543760,marcussemien
805808,kevinmcgonigle
682619,orelvismartinez
687075,brandonsproat
668970,gavinhollowell
686797,brookslee
543305,aaronhicks
669713,haydenwesneski
699134,bradgleyrodriguez
815083,mitchfarris
605452,joeross
543592,austinnola
521692,salvadorperez
677961,colewilcox
543243,sonnygray
669620,bradybasso
702474,mikeparedes
681892,kodyfunderburk
676801,chasmccormick
677076,claytonandrews
622766,migueldiaz
543807,georgespringer
804619,johnklein
571912,lukemaile
686613,hunterbrown
553869,eliasdiaz
680891,jackneely
663536,tristinenglish
666181,willbenson
666157,nicklodolo
608566,germanmarquez
694346,treygibson
670097,zackshort
683770,willrobertson
656457,tylergilbert
694646,chaycemcdermott
702047,alexcook
650633,mikeking
455117,martinmaldonado
672695,geraldoperdomo
598286,nickramirez
669003,garrettmitchell
592332,kevingausman
657041,lanethomas
805326,tylerschweitzer
645302,victorrobles
600869,jeimercandelario
682663,agustinramirez
694037,danielpalencia
669438,masonenglert
676724,jaredyoung
678868,eddyyean
805779,jacobwilson
640462,ajpuk
682183,drewavans
680570,graysonrodriguez
683734,andrewvaughn
664728,kyleisbel
665155,nickmaton
701581,davidfesta
622072,alexwood
671286,johnathanrodriguez
676070,jacobamaya
681351,loganohoppe
665782,luisdelossantos
669711,gregweissert
657240,julianmerryweather
669450,cooperhummel
695257,billycook
687064,brandonyoung
671162,connorthomas
808967,yoshinobuyamamoto
687424,anthonymaldonado
571657,kylefarmer
813841,jonahcox
595881,tylerbeede
656794,seannewcomb
642629,emmanuelramirez
694350,zachbrzykcy
666971,lourdesgurriel
680897,nicknastrini
672640,ottolopez
656302,dylancease
669394,jakeburger
519242,chrissale
666931,jaredoliva
671221,drewwaters
621383,tannerbanks
668874,blairhenley
594807,adamduvall
656492,fostergriffin
641745,bradkeller
678225,jihwanbae
663853,romygonzalez
666197,graekessinger
665622,luismedina
670623,isaacparedes
542963,robbrantly
553993,eugeniosuarez
690291,jacejung
673357,luisrobert
605131,austinbarnes
553882,omarnarvaez
694378,jacobgonzalez
669432,trevorrogers
672335,cionelperez
665052,griffinconine
664076,garrettcleavinger
676664,jpsears
660644,vidalbrujan
663330,jahmaijones
656464,kevinginkel
666018,jonathanaranda
696147,sambachman
678495,randyrodriguez
679883,luinderavila
693049,oscarcolas
668709,jjbleday
681870,eriksabrowski
656550,grantholmes
601713,nickpivetta
692437,winstonsantos
681198,tjrumfield
621020,dansbyswanson
681082,brysonstott
593160,whitmerrifield
686539,declancronin
676106,emersonhancock
656657,zachlogue
680728,adriandelcastillo
665625,elvispeguero
671218,heliotramos
571656,buckfarmer
801403,chasedollander
675916,jameskarinchak
622251,joshstaumont
614179,joseruiz
547180,bryceharper
672960,kazumaokamoto
679358,ericorze
621016,josecuas
683568,jairoiriarte
663494,bryantorres
696135,kahlilwatson
642715,willyadames
592454,tommykahnle
605113,nickahmed
696070,kendryrojas
663804,jacksonkowar
596115,trevorstory
647304,joshnaylor
702070,noahcameron
543056,dannycoulombe
445276,kenleyjansen
595879,javierbaez
669169,jonathanheasley
596146,maxkepler
572138,jonsingleton
678877,jhonkensynoel
676755,isaacmattson
683021,michaelstefanic
656756,jordanmontgomery
671739,michaelharris
645261,sandyalcantara
800049,adammazur
691185,maximoacosta
663698,joeybart
691777,maxmuncy
691723,cobymayo
592192,markcanha
656266,jbbukauskas
694462,hurstonwaldrep
592826,vincevelasquez
665665,reiversanmartin
680689,lyonrichardson
677020,joshwalker
669854,ronelblanco
683737,michaelbusch
691788,joemack
642152,loutrivino
686218,emmetsheehan
641540,danedunning
664023,ianhapp
664991,grantwolfram
592626,jocpederson
660670,ronaldacuna
681517,kyleleahy
665750,leodytaveras
669796,josehernandez
681347,mikeburrows
669276,dylanlee
665877,josefermin
608671,travisjankowski
694335,mattsvanson
680862,williemaciver
608336,joeygallo
700242,treysweeney
678020,sethhalvorsen
676946,matthewbatten
681987,nateeaton
677347,kyrenparis
596103,austinslater
444482,davidperalta
640451,hunterharvey
605244,aramisgarcia
623168,tylerheineman
672710,roansycontreras
666165,blakesabol
669084,dlhall
682997,tylercallihan
657571,calebferguson
643396,isiahkinerfalefa
554430,zackwheeler
669087,samhuff
456781,donovansolano
641856,billymckinney
641582,mattfoster
670062,juliangarcia
674370,osvaldobido
641703,brenthoneywell
595978,austinhedges
669684,chrismurphy
695049,brettkerry
669461,matthewliberatore
518617,jakediekman
656896,emmanuelrivera
669352,bubbathompson
688158,davidmorgan
663697,jonathanindia
677956,recehinds
543037,gerritcole
656537,derekhill
682641,luismatos
699044,miguelullola
623437,justintopa
548389,rossstripling
671382,cameronfoster
595284,andrewknapp
656354,austindavis
691725,andrewpainter
687952,christianencarnacionstrand
548384,brooksraley
672820,lenynsosa
455119,chrismartin
656716,zachmckinstry
605204,jddavis
676812,carsonmccusker
666808,camilodoval
678011,anthonyseigler
668227,randyarozarena
666915,bobbydalbec
701719,tylersamaniego
686790,trevormcdonald
623433,nickanderson
669224,austinwells
647351,abrahamtoro
672851,joanadon
605361,nickmartini
675989,codybolton
621566,mattolson
702795,ryanloutos
689958,andrewwalters
680664,eduardovalencia
800311,didierfuentes
695506,jaccaglianone
668843,connercapel
606192,teoscarhernandez
673962,joshjung
606466,ketelmarte
687377,orlandoribalta
669398,gageworkman
669952,mitchwhite
592773,rynestanek
663905,travisblankenhorn
608379,michaelwacha
700842,eduardorivera
669704,kadestrowd
681882,colinselby
660688,keibertruiz
690986,kyleharrison
622103,gerardoreyes
678009,parkermeadows
694212,samuelbasallo
458677,justinwilson
680742,jonathanbowlan
666211,taylortrammell
669947,jessescholtens
682608,peytongray
664074,codyponce
621244,joseberrios
676044,bobseymour
687515,colbythomas
693459,kylerfedko
663855,jordanhicks
608371,lucassims
674441,jacobhurtubise
677060,chadstevens
680686,josiahgray
678576,wilkinramos
679032,johanrojas
605155,coltenbrewer
664983,jakemccarthy
664059,samhaggerty
670156,milesmastrobuoni
665561,rafaelmarchan
663656,kyletucker
623454,drewanderson
680572,adamkloffenstein
681084,tannerandrews
643289,mauriciodubon
608331,maxfried
682674,victorbericoto
593428,xanderbogaerts
572143,burchsmith
592348,nikogoodrum
671922,cadesmith
668964,tobiasmyers
664129,geoffhartlieb
676962,benbrown
681481,kerrycarpenter
669160,dustinmay
641943,joshuapalacios
641658,garretthampson
476594,robertstock
656186,danaltavilla
664199,taylorclarke
701542,willwarren
677008,hestonkjerstad
678022,jackperkins
663662,dazcameron
690916,richardfitts
683146,brettbaty
681460,brooksbaldwin
695611,gagejump
669165,kylehurt
687957,dustinharris
663609,lukenbaker
807713,mattshaw
660825,eduardbazardo
682653,warmingbernabel
686894,joeywiemer
699625,jimmycrooks
663460,krisbubic
692216,cjkayfus
661527,sethmartinez
695720,tommywhite
694728,bricematthews
664079,tylerjay
663776,patricksandoval
694918,bladetidwell
669257,willsmith
605488,jeffreysprings
605441,yackselrios
672284,jarredkelenic
518489,ryanbrasier
628451,andyibanez
661531,brianserven
615698,calquantrill
682848,endyrodriguez
686780,pedropages
624503,nickgordon
570257,joelyrodriguez
664774,lamontewade
542364,rafaelortega
675627,michaelgrove
657557,pauldejong
687830,sawyergipsonlong
663967,cesarsalazar
665742,juansoto
605137,joshbell
657697,vinnynittoli
608344,coleirvin
621529,joehudson
608070,joseramirez
666171,ryanzeferjahn
672456,keidermontero
624413,petealonso
672841,carlosvargas
656582,connorjoe
605135,chrisbassitt
450203,charliemorton
656248,seanbouchard
666659,saurynlao
642133,rowdytellez
673820,robinsonpina
608650,dietrichenns
621493,taylorward
622663,luisseverino
687273,quinnmathews
676551,brewerhicklen
683409,angelchivilli
641656,ianhamilton
680744,tymadden
669134,luiscampusano
663554,caseymize
572020,jamespaxton
678906,kaiweiteng
542194,christianbethancourt
695239,robbyahlstrom
684320,yarielrodriguez
663796,cocomontes
686560,gavincollyer
547973,aroldischapman
676083,jansonjunk
621114,ryanburr
641672,thomashatch
543339,danielhudson
686611,dylancrews
679529,spencertorkelson
608324,alexbregman
676206,freddytarnok
686228,juanburgos
605156,aaronbrooks
602104,ramonurias
683083,nasimnunez
676714,brandonhughes
668885,austinmartin
694410,lujamesgroover
694477,chadpatrick
695505,chaseburns
666182,bobichette
676092,collinsnider
622253,dillontate
669899,ryanward
595751,jorgealfaro
673995,daviswendzel
673490,haseongkim
678215,luarbertarias
665923,esteuryruiz
697812,joerock
677588,josetena
701649,jamestriantos
660821,jesussanchez
592155,cambooser
623167,chrisflexen
686993,justinsterner
608334,carsonfulmer
674285,eduardosalazar
687478,camdevanney
670059,colinholderman
640455,seanmanaea
663893,brendonlittle
669743,alexcall
665019,kodyclemens
645801,mikeford
689414,liamhicks
606965,chrisdevenski
676742,camsanders
691373,jhostynxongarcia
641779,charlesleblanc
692230,carlosrodriguez
687363,victorscott
670970,adrianmorejon
673929,jordanleasure
571863,mattkoch
683232,nickmears
663531,loganallen
700249,cadepovich
686678,chasesolesky
681895,evansisk
682847,luisortiz
656427,jackflaherty
527038,wilmerflores
691251,andrylara
687637,dylanbeavers
682829,ellydelacruz
502085,davidrobertson
656185,gregallen
828599,lucasspence
514888,josealtuve
642528,jonathanloaisiga
663562,noahdavis
458681,lancelynn
680118,daironblanco
701643,granthartwig
805123,ajblubaugh
542932,jonberti
622065,alexyoung
676428,branthurter
669137,armandoalvarez
663767,chaseshugart
665862,jazzchisholm
663731,connorkaiser
641585,jpfrance
670245,ryanwatson
657424,mattgage
621053,tylerferguson
545361,miketrout
695001,alimbersanta
663968,jakemangum
457705,andrewmccutchen
663546,seanhjelle
605141,mookiebetts
686554,oliverdunn
642197,jamiewestbrook
605121,justinanderson
686799,jackkochanowicz
656458,lucasgilbreath
694175,pedroleon
687003,brianvanbelle
663556,shanemcclanahan
656305,mattchapman
666204,danyjimenez
628317,kentamaeda
669397,nickallen
695238,willwagner
689520,codylaweryson
677649,ezequielduran
641312,shaunanderson
666129,braxtongarrett
605242,michaelfulmer
696149,bubbachandler
676910,mattseelinger
669211,keeganakin
666149,tylerfitzgerald
641584,jakefraley
607043,brandonnimmo
686469,vinniepasquantino
669288,danieljohnson
680684,gunnarhoglund
668678,zacgallen
687597,jordanbeck
702193,andrewmorris
804636,jonahtong
676974,maxmeyer
676604,tylerzuber
606992,erichaase
595777,juricksonprofar
676116,ryannoda
687473,ryangusto
687941,alecgamboa
663903,bradysinger
700327,welintonherrera
642731,thairoestrada
666720,yerryrodriguez
623352,joshhader
681293,spencerarrighetti
593833,wandersuero
661403,emmanuelclase
518876,merrillkelly
685801,hunterbigge
663837,mattvierling
645305,alisanchez
680732,seanburke
543859,michaeltonkin
682622,noelvimarte
683003,jaredjones
684049,brandanbidois
682177,danielschneemann
656555,rhyshoskins
671213,tristoncasas
676661,maxlazar
656541,samhilliard
624431,josetrevino
669065,kylestowers
457759,justinturner
642397,gregorysoto
656605,mitchkeller
621028,kevinnewman
687223,carsonpalmquist
690924,braxtonfulford
682998,corbincarroll
656448,stonegarrett
701656,loganhenderson
595281,kevinkiermaier
671936,adammacko
571466,tuckerbarnhart
680977,brendandonovan
643377,griffinjax
690022,ryanritter
690997,nolanmclean
656629,michaelkopech
690544,baileyhorn
628708,yuniormarte
701398,salstewart
685133,wademeckler
685126,brandoneisert
664747,alexisdiaz
687362,connorgillispie
702752,jonathanpintaro
622259,treywingenter
694673,abimelecortiz
