batter,pitcher,batTeam,fldTeam,path,outcome,bb
701762,676684,OAK,DET,01258b,Out,G
514888,650911,HOU,PHI,012255,K,
669242,675848,LAD,COL,01478,Out,G
514888,689147,HOU,PHI,012,1B,L
664702,663465,TOR,CLE,01,1B,F
681082,687911,PHI,HOU,0369ab,BB,
646240,806188,SFG,MIA,0125,K,
669911,489446,COL,LAD,03478,K,
642731,477132,COL,LAD,03678,K,
691718,669467,CHC,STL,0,Out,L
668227,663485,SEA,MIN,0367ab,K,
575929,694037,STL,CHC,03455,HBP,
673548,669467,CHC,STL,01,Out,F
686469,669358,KCR,TBR,03678,K,
802415,669674,TBR,KCR,0147a,Out,G
641658,519141,STL,CHC,01455,1B,G
689172,678368,SFG,MIA,0,Out,G
608348,676617,CHC,STL,0147,Out,L
663656,668941,CHC,STL,01222,Out,F
669364,664192,MIA,SFG,012,K,
669065,702352,MIA,SFG,03478,K,
671732,695445,OAK,DET,0147,Out,G
500743,678020,LAD,COL,03,Out,G
672386,663465,TOR,CLE,0,1B,G
667472,663546,MIA,SFG,012,1B,G
683766,678368,SFG,MIA,0,1B,L
671218,676083,SFG,MIA,01,Out,F
666018,608032,TBR,KCR,01478bbb,K,
607043,689266,NYM,ATL,0125,K,
701762,608650,OAK,DET,01458,K,
808982,669199,SFG,MIA,01225,Out,L
663616,663423,MIN,SEA,0,Out,F
677595,572955,NYM,ATL,01,Out,L
666182,676440,TOR,CLE,01255555,K,
677594,623437,SEA,MIN,034,Out,G
686469,801434,KCR,TBR,0,1B,G
607043,656550,NYM,ATL,01258,Out,F
672761,669372,DET,OAK,0145,K,
642715,678368,SFG,MIA,0122,1B,L
671739,592773,ATL,NYM,012,K,
680757,592332,CLE,TOR,0125588,2B,L
680977,573204,STL,CHC,0,Out,G
670764,670167,TBR,KCR,0145588,1B,L
677951,801434,KCR,TBR,036,Out,F
682729,663465,TOR,CLE,014558b,BB,
621439,663423,MIN,SEA,0,Out,P
570482,663947,OAK,DET,0,Out,L
571771,641755,LAD,COL,0367abb,K,
663728,592779,SEA,MIN,03,Out,P
605141,596295,LAD,COL,01225,Out,L
670623,689147,HOU,PHI,01,HBP,
663656,669467,CHC,STL,0345,K,
571771,678020,LAD,COL,03458,K,
665019,663423,MIN,SEA,012555,1B,L
518692,680767,LAD,COL,036,Out,G
667670,669724,OAK,DET,0,Out,G
669364,806185,MIA,SFG,012225,Out,P
620443,572955,NYM,ATL,0145,Out,L
649966,663947,OAK,DET,0,Out,G
663743,664192,MIA,SFG,01458b,K,
672761,519008,DET,OAK,0147a,1B,G
681146,670156,MIN,SEA,03458b,1B,G
650490,547179,TBR,KCR,01478b,K,
573262,806188,SFG,MIA,0147ab,K,
663616,676106,MIN,SEA,0345,K,
663743,676254,MIA,SFG,01,Out,L
671289,656945,COL,LAD,0347ab,BB,
646240,676083,SFG,MIA,0145,1B,G
663330,605488,DET,OAK,0147a,Out,P
682729,687849,TOR,CLE,036788,K,
660670,656288,ATL,NYM,012558,K,
641658,573204,STL,CHC,01258b,Out,L
683737,681517,CHC,STL,03,Out,P
691777,663947,OAK,DET,014,Out,G
683146,656848,NYM,ATL,03678,Out,F
681393,663546,MIA,SFG,0147a,BB,
641857,656629,COL,LAD,0367a,Out,F
687597,477132,COL,LAD,0347,Out,P
683737,676617,CHC,STL,01458,K,
681624,675848,LAD,COL,01478,K,
642136,672582,TBR,KCR,03678,K,
805779,669724,OAK,DET,012,1B,G
642731,489446,COL,LAD,01258,Out,F
700932,643338,CLE,TOR,01478,Out,P
641487,623437,SEA,MIN,034,Out,G
686948,621242,ATL,NYM,0347a,Out,F
665161,689147,HOU,PHI,01225,Out,G
677594,592779,SEA,MIN,0125,K,
643289,676661,HOU,PHI,01,Out,G
646240,681006,SFG,MIA,0367a,BB,
641487,680573,SEA,MIN,01455,Out,G
621566,681810,ATL,NYM,012,Out,G
607208,650556,PHI,HOU,03478,K,
621020,681517,CHC,STL,0145,1B,L
672580,664126,KCR,TBR,0145,Out,G
607208,686613,PHI,HOU,0345,K,
642201,592773,ATL,NYM,0,Out,G
677951,669358,KCR,TBR,0,Out,F
575929,641745,STL,CHC,0369,BB,
667670,676684,OAK,DET,012,K,
686527,543056,SEA,MIN,0367,Out,G
686780,519141,STL,CHC,0125,K,
670623,650911,HOU,PHI,0,Out,L
664023,668941,CHC,STL,0125,K,
670764,669674,TBR,KCR,036,Out,F
663697,801434,KCR,TBR,0125,1B,G
667472,676254,MIA,SFG,0,Out,F
805249,687911,PHI,HOU,0125,K,
664034,647315,MIN,SEA,012,Out,G
596019,689266,NYM,ATL,0122,Out,G
642851,695445,OAK,DET,0147,Out,F
679529,669372,DET,OAK,0125,K,
676475,694037,STL,CHC,0145,2B,L
660670,673380,ATL,NYM,01,Out,F
667670,608650,OAK,DET,01,Out,G
681393,676254,MIA,SFG,014,Out,G
665161,650911,HOU,PHI,014,Out,G
664023,669467,CHC,STL,036,1B,L
682663,702352,MIA,SFG,012,K,
605170,676661,HOU,PHI,01,Out,L
645277,592773,ATL,NYM,012,Out,F
663697,669358,KCR,TBR,014,2B,L
596019,656550,NYM,ATL,012,Out,F
808982,678368,SFG,MIA,014,Out,G
527038,669199,SFG,MIA,034,Out,P
669257,680767,LAD,COL,012,K,
663728,663485,SEA,MIN,036,Out,G
701762,663947,OAK,DET,01,1B,L
680977,684007,STL,CHC,03,Out,G
605141,683409,LAD,COL,01,2B,F
660670,681810,ATL,NYM,03,Out,P
672016,669724,OAK,DET,03,Out,G
683146,572955,NYM,ATL,01,Out,G
810938,623437,SEA,MIN,01,Out,G
573262,676083,SFG,MIA,01,Out,P
660271,596295,LAD,COL,01,Out,G
621439,676106,MIN,SEA,01,Out,G
650402,605488,DET,OAK,0,Out,G
805779,608650,OAK,DET,0,Out,F
673237,676661,HOU,PHI,0,Out,G
805779,676684,OAK,DET,0,Out,G
669242,678020,LAD,COL,0,Out,L
641487,592779,SEA,MIN,0,1B,G
669397,673380,ATL,NYM,0,Out,F
686797,647315,MIN,SEA,0,HR,F
642136,669674,TBR,KCR,0,Out,G
679529,519008,DET,OAK,0,1B,G
671289,477132,COL,LAD,0,Out,G
677956,608331,CIN,NYY,01258,K,
691785,579328,BOS,LAA,01,Out,F
678882,579328,BOS,LAA,0345,K,
669369,669022,SDP,WSN,034,Out,G
693307,682052,DET,OAK,01458,Out,P
669224,663903,NYY,CIN,012,K,
681715,657277,MIA,SFG,0,Out,F
624431,608331,CIN,NYY,01,Out,F
672640,657277,MIA,SFG,01458bbb,BB,
578428,669022,SDP,WSN,01258b,BB,
683011,663903,NYY,CIN,0367ab,Out,F
572233,554430,HOU,PHI,012,K,
668715,608331,CIN,NYY,03478,Out,F
596115,579328,BOS,LAA,0345558,Out,G
656716,682052,DET,OAK,012,K,
701358,554430,HOU,PHI,0145,1B,L
663586,605280,ATL,NYM,01222,Out,G
672761,682052,DET,OAK,01,3B,L
691176,663903,NYY,CIN,01,1B,G
663886,608331,CIN,NYY,0347a,BB,
657757,669022,SDP,WSN,03458b,Out,G
669065,657277,MIA,SFG,01,2B,L
643376,608379,TBR,KCR,012,K,
593871,657746,SEA,MIN,03,Out,G
679529,682052,DET,OAK,012,Out,F
605170,554430,HOU,PHI,0,Out,F
665862,663903,NYY,CIN,03478,Out,F
677800,579328,BOS,LAA,0,Out,P
514888,554430,HOU,PHI,0147ab,BB,
663728,657746,SEA,MIN,014588,K,
542303,605280,ATL,NYM,03,Out,G
689414,657277,MIA,SFG,0367,Out,G
665966,579328,BOS,LAA,034,Out,L
680862,656427,OAK,DET,01225,K,
691781,601713,WSN,SDP,03,Out,G
682985,682052,DET,OAK,01258,Out,G
642086,665795,SFG,MIA,0,Out,F
802415,608379,TBR,KCR,0,1B,L
621043,669923,MIN,SEA,01,Out,G
681297,594798,BAL,TEX,014,1B,G
676609,608379,TBR,KCR,012,K,
671218,665795,SFG,MIA,01,1B,G
621566,605280,ATL,NYM,034588b,1B,L
682829,608331,CIN,NYY,03,Out,P
663993,601713,WSN,SDP,03678b,K,
663853,579328,BOS,LAA,03,Out,F
650489,669923,MIN,SEA,0125558b,1B,G
665487,669022,SDP,WSN,03678b,Out,G
646240,665795,SFG,MIA,0367a,BB,
682663,657277,MIA,SFG,0,Out,G
596103,668678,CHW,ARI,0145,Out,F
519317,663903,NYY,CIN,0347a,BB,
680574,608331,CIN,NYY,012,K,
660821,657277,MIA,SFG,014,Out,G
666139,608379,TBR,KCR,0145888,1B,L
596142,594798,BAL,TEX,01,Out,G
680776,579328,BOS,LAA,0145,K,
670623,554430,HOU,PHI,012,K,
649966,656427,OAK,DET,014,Out,F
663330,682052,DET,OAK,036,2B,L
677594,657746,SEA,MIN,01458,1B,G
664770,668909,TOR,CLE,012222,Out,G
670770,608331,CIN,NYY,03458,K,
656811,594798,BAL,TEX,01258b,BB,
665161,554430,HOU,PHI,034,Out,G
669364,657277,MIA,SFG,012588b,BB,
664068,690916,LAA,BOS,012,K,
467793,453286,CLE,TOR,0345888,K,
691019,668678,CHW,ARI,0367,2B,F
650402,682052,DET,OAK,0,Out,G
691016,656427,OAK,DET,014,1B,G
701538,669022,SDP,WSN,0125,K,
700250,663903,NYY,CIN,0,HBP,
608701,579328,BOS,LAA,012558,K,
660670,605280,ATL,NYM,0147abbb,BB,
671277,601713,WSN,SDP,01,Out,L
573262,665795,SFG,MIA,0345588,Out,G
678009,682052,DET,OAK,0145588b,BB,
592450,663903,NYY,CIN,0,Out,F
656976,680732,ARI,CHW,0145,K,
650859,690916,LAA,BOS,0347abbbbb,K,
607208,676467,PHI,HOU,0125,K,
666211,554430,HOU,PHI,01258,K,
663757,663903,NYY,CIN,0125558b,Out,L
641487,657746,SEA,MIN,03678,K,
695578,601713,WSN,SDP,03478,K,
663616,669923,MIN,SEA,01258888,Out,G
575929,571510,STL,CHC,012,Out,P
543807,668909,TOR,CLE,034,1B,F
678246,668678,CHW,ARI,01,Out,F
691777,656427,OAK,DET,012,K,
666624,608379,TBR,KCR,03458,K,
669289,608331,CIN,NYY,01258,2B,F
592518,669022,SDP,WSN,01,Out,P
683002,594798,BAL,TEX,0,Out,F
673548,607200,CHC,STL,0147a,BB,
686217,694973,MIL,PIT,03678b,Out,F
643217,668678,CHW,ARI,03678b,Out,G
676059,594798,BAL,TEX,012,K,
571970,801403,LAD,COL,034588b,1B,P
606466,680732,ARI,CHW,012,K,
667472,657277,MIA,SFG,014588,K,
701762,656427,OAK,DET,03,1B,G
608070,453286,CLE,TOR,03455555,Out,G
669016,676467,PHI,HOU,0145,K,
681987,579328,BOS,LAA,01258b,K,
650333,669022,SDP,WSN,03458,Out,G
672386,668909,TOR,CLE,03678b,BB,
676475,571510,STL,CHC,03,Out,P
669450,554430,HOU,PHI,0367a,BB,
683766,665795,SFG,MIA,014,Out,F
670156,657746,SEA,MIN,0125888b,Out,F
682928,601713,WSN,SDP,01258,K,
663584,800311,NYM,ATL,034,1B,G
643396,694819,PIT,MIL,0369abb,K,
672695,680732,ARI,CHW,012558,1B,L
667670,656427,OAK,DET,014,Out,F
691026,571510,STL,CHC,03478,K,
702616,594798,BAL,TEX,01478bb,BB,
666018,608379,TBR,KCR,03,Out,L
669397,605280,ATL,NYM,01,Out,G
687952,608331,CIN,NYY,03,Out,L
595879,682052,DET,OAK,0145,K,
663656,607200,CHC,STL,0367ab,1B,G
805249,676467,PHI,HOU,0,1B,L
621439,669923,MIN,SEA,0125,1B,G
691406,608379,TBR,KCR,012,K,
606992,694973,MIL,PIT,01478,Out,P
672275,665795,SFG,MIA,0,Out,G
518934,663903,NYY,CIN,03678bb,Out,G
677956,608331,CIN,NYY,0345,K,
671739,605280,ATL,NYM,03,Out,G
805367,668678,CHW,ARI,014,Out,G
642715,665795,SFG,MIA,012,1B,L
805779,656427,OAK,DET,012,K,
677595,800311,NYM,ATL,0367,1B,L
553869,669022,SDP,WSN,0145,1B,G
624641,676467,PHI,HOU,0369abbb,Out,F
691785,579328,BOS,LAA,0147,Out,G
665489,668909,TOR,CLE,0369,BB,
681393,657277,MIA,SFG,01,Out,P
664774,690916,LAA,BOS,012,1B,G
696285,601713,WSN,SDP,01,1B,G
657077,605280,ATL,NYM,0145558,Out,P
518692,801403,LAD,COL,03678,Out,G
676694,554430,HOU,PHI,03455,K,
680977,571510,STL,CHC,014558b,Out,G
693307,682052,DET,OAK,0347a,Out,G
664040,608379,TBR,KCR,012558,K,
681715,657277,MIA,SFG,03458,K,
694374,680732,ARI,CHW,0,Out,F
656180,601713,WSN,SDP,0345,K,
643565,668678,CHW,ARI,0,1B,L
543877,669923,MIN,SEA,0,Out,G
624431,608331,CIN,NYY,034,Out,G
700932,453286,CLE,TOR,014,1B,L
671732,656427,OAK,DET,01,Out,G
808982,665795,SFG,MIA,0347a,BB,
664023,607200,CHC,STL,03,1B,L
642180,669022,SDP,WSN,012,Out,F
644433,594798,BAL,TEX,03,Out,G
687401,694973,MIL,PIT,0367,Out,G
683146,800311,NYM,ATL,012,1B,G
677950,680732,ARI,CHW,0369,BB,
680779,694819,PIT,MIL,0,Out,F
702284,657746,SEA,MIN,03458,K,
664056,669923,MIN,SEA,0147,Out,G
518595,690916,LAA,BOS,0,HR,F
572191,668678,CHW,ARI,01,Out,G
678882,579328,BOS,LAA,012,K,
666176,690916,LAA,BOS,012,HR,F
669707,694819,PIT,MIL,012,K,
672016,656427,OAK,DET,0,1B,F
680718,668909,TOR,CLE,034,1B,L
666185,594798,BAL,TEX,01478b,K,
680862,656427,OAK,DET,0147,Out,L
572233,554430,HOU,PHI,03,Out,G
669224,663903,NYY,CIN,01222,K,
605141,801403,LAD,COL,0,Out,L
624512,607200,CHC,STL,03,Out,F
668715,608331,CIN,NYY,0145,1B,G
668942,668678,CHW,ARI,0125,2B,F
680757,453286,CLE,TOR,01458,Out,F
516782,800311,NYM,ATL,03,Out,L
695734,601713,WSN,SDP,0145,Out,P
669369,669022,SDP,WSN,01,1B,L
660271,801403,LAD,COL,0,1B,L
656716,682052,DET,OAK,01,Out,G
702332,694973,MIL,PIT,012,K,
807713,607200,CHC,STL,0369a,BB,
645277,605280,ATL,NYM,0347,1B,L
543510,680732,ARI,CHW,036,Out,G
672640,657277,MIA,SFG,014,2B,L
621493,690916,LAA,BOS,0145,Out,L
681082,676467,PHI,HOU,01478bb,1B,G
650490,608379,TBR,KCR,0347a,BB,
666182,668909,TOR,CLE,01,Out,F
687221,801403,LAD,COL,0347ab,BB,
701358,554430,HOU,PHI,01255,Out,G
665019,669923,MIN,SEA,0367ab,Out,F
669477,665795,SFG,MIA,012558b,K,
502054,694819,PIT,MIL,01455,1B,G
596115,579328,BOS,LAA,03458b,K,
456781,657746,SEA,MIN,012,K,
641658,571510,STL,CHC,034,Out,G
643446,800311,NYM,ATL,03,2B,L
578428,669022,SDP,WSN,03458,K,
672761,682052,DET,OAK,0345,Out,F
664728,656876,KCR,TBR,0,Out,G
670231,656876,KCR,TBR,0369a,BB,
665926,668909,TOR,CLE,036,Out,P
696030,687064,TEX,BAL,0369,BB,
649966,656427,OAK,DET,012,K,
663886,608331,CIN,NYY,03478b,Out,G
672820,668678,CHW,ARI,0145,HR,F
669065,657277,MIA,SFG,03458888,2B,L
666310,453286,CLE,TOR,03,Out,G
624413,800311,NYM,ATL,0367,HBP,
664983,680732,ARI,CHW,0122,1B,L
669743,601713,WSN,SDP,0345,1B,L
683011,663903,NYY,CIN,0,Out,G
668930,694973,MIL,PIT,01258,Out,G
656775,594798,BAL,TEX,0,Out,F
670042,657746,SEA,MIN,0147,Out,G
650968,571510,STL,CHC,014,Out,L
545361,690916,LAA,BOS,03678b,K,
691176,663903,NYY,CIN,0367abbb,K,
686948,605280,ATL,NYM,0145,HR,F
665833,694819,PIT,MIL,0145,K,
681297,594798,BAL,TEX,01,Out,G
643376,608379,TBR,KCR,014,Out,G
605170,554430,HOU,PHI,036,Out,P
691016,656427,OAK,DET,0369a,BB,
679529,682052,DET,OAK,014788,Out,L
672356,453286,CLE,TOR,014,2B,L
702176,668909,TOR,CLE,0125,Out,G
663538,607200,CHC,STL,034558,Out,F
677800,579328,BOS,LAA,012,K,
596103,668678,CHW,ARI,0,Out,F
624424,801403,LAD,COL,0147abb,Out,G
657757,669022,SDP,WSN,034,Out,G
664034,669923,MIN,SEA,0,Out,P
641680,687064,TEX,BAL,03,Out,F
691019,668678,CHW,ARI,0369,1B,L
679845,656876,KCR,TBR,034,Out,F
669357,571510,STL,CHC,01,1B,L
666160,808967,COL,LAD,012,K,
691781,601713,WSN,SDP,03,Out,P
596142,594798,BAL,TEX,01458,K,
670242,669923,MIN,SEA,01,Out,G
665742,800311,NYM,ATL,0,HR,F
642086,665795,SFG,MIA,0122588b,BB,
666971,680732,ARI,CHW,012,Out,G
592663,676467,PHI,HOU,01458,Out,G
682829,608331,CIN,NYY,01258b,1B,F
668227,657746,SEA,MIN,014,1B,G
607043,800311,NYM,ATL,0,Out,F
663586,605280,ATL,NYM,03,Out,G
686555,694973,MIL,PIT,0345,K,
802415,608379,TBR,KCR,0,Out,L
673962,687064,TEX,BAL,012,HR,F
666134,453286,CLE,TOR,0369ab,BB,
514888,554430,HOU,PHI,012,K,
676609,608379,TBR,KCR,012555,K,
665487,669022,SDP,WSN,0125,K,
665966,579328,BOS,LAA,012,1B,G
695336,571510,STL,CHC,034,Out,P
621043,669923,MIN,SEA,034,1B,G
663993,601713,WSN,SDP,014555,K,
676391,668909,TOR,CLE,0369a,BB,
693304,694819,PIT,MIL,03,Out,G
596019,800311,NYM,ATL,0347ab,Out,L
691777,656427,OAK,DET,03,Out,F
695681,690916,LAA,BOS,0145,K,
669911,808967,COL,LAD,01,Out,G
695506,656876,KCR,TBR,01255,K,
542303,605280,ATL,NYM,012258b,Out,G
647304,680732,ARI,CHW,0347a,BB,
694497,687064,TEX,BAL,03678,1B,L
687462,694819,PIT,MIL,03458b,BB,
670623,554430,HOU,PHI,01458,Out,G
682985,682052,DET,OAK,01,HBP,
593871,657746,SEA,MIN,01,Out,G
678246,668678,CHW,ARI,03,Out,G
683737,607200,CHC,STL,0,1B,L
689414,657277,MIA,SFG,014788,K,
656555,694973,MIL,PIT,03,Out,L
621020,607200,CHC,STL,0,Out,G
663853,579328,BOS,LAA,034,Out,F
650489,669923,MIN,SEA,0125,K,
701762,656427,OAK,DET,014,HR,F
665862,663903,NYY,CIN,0,HR,F
642731,808967,COL,LAD,034588b,BB,
571448,571510,STL,CHC,01,Out,G
592206,676467,PHI,HOU,03,Out,F
656811,594798,BAL,TEX,01258,K,
663728,657746,SEA,MIN,0125,K,
643217,668678,CHW,ARI,0125,Out,G
701538,669022,SDP,WSN,014,Out,F
663330,682052,DET,OAK,01258,Out,L
669242,801403,LAD,COL,036,Out,G
682177,453286,CLE,TOR,012588,2B,L
519317,663903,NYY,CIN,014,1B,L
691718,607200,CHC,STL,0,Out,G
575929,571510,STL,CHC,0125588,K,
592885,694973,MIL,PIT,0145,1B,L
673548,607200,CHC,STL,0,Out,F
680574,608331,CIN,NYY,01458b,Out,F
664761,676467,PHI,HOU,034,Out,G
694384,690916,LAA,BOS,03458,Out,L
664770,668909,TOR,CLE,0345,Out,G
667670,656427,OAK,DET,0367ab,BB,
680776,579328,BOS,LAA,0145,K,
521692,656876,KCR,TBR,0,Out,P
656976,680732,ARI,CHW,03,2B,G
666139,608379,TBR,KCR,01,Out,F
663656,607200,CHC,STL,0347a,HR,F
671277,601713,WSN,SDP,0,Out,G
663584,800311,NYM,ATL,012558,Out,F
671218,665795,SFG,MIA,01458,K,
592518,669022,SDP,WSN,0147,Out,G
695578,601713,WSN,SDP,0125,K,
681624,801403,LAD,COL,034,Out,G
666969,687064,TEX,BAL,0,Out,G
700250,663903,NYY,CIN,0125,K,
663616,669923,MIN,SEA,0147ab,BB,
686469,656876,KCR,TBR,03,1B,L
665161,554430,HOU,PHI,01,Out,G
677594,657746,SEA,MIN,0125,K,
606466,680732,ARI,CHW,0,Out,F
621566,605280,ATL,NYM,01458,Out,F
668804,694819,PIT,MIL,0347,1B,L
666624,608379,TBR,KCR,0145,K,
656941,676467,PHI,HOU,012,Out,L
683002,594798,BAL,TEX,014,Out,G
682663,657277,MIA,SFG,0,1B,L
543760,687064,TEX,BAL,0,Out,F
805367,668678,CHW,ARI,0,Out,G
672580,656876,KCR,TBR,0347,Out,L
608369,687064,TEX,BAL,034558,K,
694192,694973,MIL,PIT,034,Out,F
643565,668678,CHW,ARI,01,1B,L
672695,680732,ARI,CHW,03478bb,K,
666211,554430,HOU,PHI,012,K,
543807,668909,TOR,CLE,0369a,1B,G
650402,682052,DET,OAK,01478b,K,
660821,657277,MIA,SFG,014,Out,L
606192,801403,LAD,COL,01,Out,G
608701,579328,BOS,LAA,0345,K,
664068,690916,LAA,BOS,0345,Out,G
657041,453286,CLE,TOR,01,1B,L
641857,808967,COL,LAD,012,Out,G
607208,676467,PHI,HOU,0367,Out,G
682928,601713,WSN,SDP,0345,K,
670770,608331,CIN,NYY,01,Out,G
664023,607200,CHC,STL,01258,K,
650333,669022,SDP,WSN,034,1B,G
592450,663903,NYY,CIN,0345,K,
646240,665795,SFG,MIA,014,Out,G
572191,668678,CHW,ARI,0125,Out,F
676059,594798,BAL,TEX,012558,Out,F
686217,694973,MIL,PIT,036,Out,G
669450,554430,HOU,PHI,03478bb,Out,P
571970,801403,LAD,COL,01478b,K,
669364,657277,MIA,SFG,01,Out,G
624428,694819,PIT,MIL,012,K,
641487,657746,SEA,MIN,01,Out,G
805779,656427,OAK,DET,0347ab,K,
467793,453286,CLE,TOR,0,Out,G
676475,571510,STL,CHC,012225,Out,G
677595,800311,NYM,ATL,0347ab,HR,F
666018,608379,TBR,KCR,0,1B,L
691406,608379,TBR,KCR,01455,K,
660670,605280,ATL,NYM,0147a,BB,
677951,656876,KCR,TBR,0,Out,P
608070,453286,CLE,TOR,03,Out,F
669289,608331,CIN,NYY,03478b,Out,F
687597,808967,COL,LAD,034558,K,
621439,669923,MIN,SEA,01258,Out,G
669701,656240,TEX,BAL,012,K,
670156,657746,SEA,MIN,014788bb,K,
663697,656876,KCR,TBR,01258bbb,BB,
681987,579328,BOS,LAA,03678,K,
553869,669022,SDP,WSN,0145,1B,G
667472,657277,MIA,SFG,01458b,Out,G
573262,665795,SFG,MIA,0147ab,K,
672386,668909,TOR,CLE,014,Out,G
650859,690916,LAA,BOS,03,1B,L
700932,453286,CLE,TOR,0367a,BB,
664059,687064,TEX,BAL,014,Out,G
696285,601713,WSN,SDP,0147,Out,F
643396,694819,PIT,MIL,012,Out,G
678009,682052,DET,OAK,012,K,
668942,668678,CHW,ARI,012588b,Out,F
669016,676467,PHI,HOU,01258,1B,L
663757,663903,NYY,CIN,0,1B,L
606992,694973,MIL,PIT,0145,2B,F
664774,690916,LAA,BOS,014588b,K,
518934,663903,NYY,CIN,0345,K,
694374,680732,ARI,CHW,03458,Out,F
624512,607200,CHC,STL,034788,HR,F
596019,680735,NYM,ATL,012,Out,F
665489,668909,TOR,CLE,034558b,HR,F
683737,667463,CHC,STL,01,Out,G
702616,594798,BAL,TEX,03478,Out,F
696030,656240,TEX,BAL,014588,Out,L
671732,656427,OAK,DET,0369,BB,
683146,800311,NYM,ATL,0367888,Out,G
664040,608379,TBR,KCR,0367a,1B,L
669701,687064,TEX,BAL,01,Out,G
543877,669923,MIN,SEA,03,Out,F
595879,682052,DET,OAK,034558,Out,L
642180,669022,SDP,WSN,0369ab,BB,
666160,694361,COL,LAD,0,Out,G
691026,571510,STL,CHC,03678bb,1B,G
669397,605280,ATL,NYM,01,Out,G
518692,801403,LAD,COL,0147a,Out,G
680779,694819,PIT,MIL,0125,K,
607043,607481,NYM,ATL,034,Out,G
656180,601713,WSN,SDP,03458,K,
687401,694973,MIL,PIT,01222,Out,G
696100,808967,COL,LAD,01,Out,G
621020,694335,CHC,STL,0122558,K,
669911,694361,COL,LAD,014588b,Out,F
687952,608331,CIN,NYY,03458bb,Out,G
663584,680735,NYM,ATL,0145,K,
621020,667463,CHC,STL,036,1B,G
691785,579328,BOS,LAA,0122,K,
676694,554430,HOU,PHI,0125,1B,L
683766,665795,SFG,MIA,0369ab,Out,G
680757,453286,CLE,TOR,01,Out,G
805249,676467,PHI,HOU,0,Out,L
671739,605280,ATL,NYM,0125,Out,G
664056,669923,MIN,SEA,03458,K,
681393,657277,MIA,SFG,0145,Out,F
669224,663903,NYY,CIN,012,Out,G
696030,687064,TEX,BAL,0125,Out,G
677950,680732,ARI,CHW,01258b,1B,G
671289,808967,COL,LAD,014,Out,F
624641,676467,PHI,HOU,03478,K,
702284,657746,SEA,MIN,034,1B,G
664728,656876,KCR,TBR,0125,K,
807713,607200,CHC,STL,0345,Out,L
518692,656234,LAD,COL,0145588bbb,BB,
691718,667463,CHC,STL,036,Out,G
596019,607481,NYM,ATL,0147,Out,L
672016,656427,OAK,DET,0125,Out,G
669707,694819,PIT,MIL,034788,Out,F
666310,453286,CLE,TOR,0,Out,F
672820,668678,CHW,ARI,0145558,K,
644433,594798,BAL,TEX,01,Out,P
572233,554430,HOU,PHI,0369a,BB,
650490,608379,TBR,KCR,0345,Out,F
606992,681347,MIL,PIT,0345,K,
683011,663903,NYY,CIN,01458b,BB,
672356,453286,CLE,TOR,0,Out,G
518595,690916,LAA,BOS,0145,Out,P
605141,801403,LAD,COL,034,Out,F
641680,656240,TEX,BAL,014,HR,F
650859,677161,LAA,BOS,03458bb,K,
596115,666171,BOS,LAA,01,Out,F
677595,680735,NYM,ATL,0145,1B,L
678882,579328,BOS,LAA,01222,Out,G
518692,683627,LAD,COL,014,Out,L
695734,601713,WSN,SDP,0369abbbb,1B,L
680718,668909,TOR,CLE,01,Out,G
681715,657277,MIA,SFG,012588,K,
657757,695418,SDP,WSN,03478b,K,
669369,669022,SDP,WSN,01225,K,
641680,687064,TEX,BAL,0145,2B,G
702332,694973,MIL,PIT,01,1B,L
656541,808967,COL,LAD,0367,1B,G
693307,682052,DET,OAK,01458,Out,F
657077,605280,ATL,NYM,01,Out,F
666134,453286,CLE,TOR,0367,Out,G
666185,594798,BAL,TEX,0,Out,F
621566,702752,ATL,NYM,0369a,BB,
677800,666171,BOS,LAA,034558,K,
516782,800311,NYM,ATL,034,1B,L
673548,667463,CHC,STL,03,Out,G
665019,669923,MIN,SEA,014555,K,
680977,571510,STL,CHC,012,Out,F
656775,594798,BAL,TEX,01255,Out,G
456781,657746,SEA,MIN,0122,Out,G
657041,663893,CLE,TOR,0145,Out,G
663584,607481,NYM,ATL,014,Out,G
670231,656876,KCR,TBR,01455,K,
668930,694973,MIL,PIT,03478bb,1B,G
666182,668909,TOR,CLE,0,Out,G
642731,694361,COL,LAD,01225,Out,G
680862,656427,OAK,DET,012,Out,F
691718,694335,CHC,STL,0122,2B,L
663538,607200,CHC,STL,0,Out,L
681082,676467,PHI,HOU,0122,Out,G
672275,665795,SFG,MIA,012588,K,
677956,608331,CIN,NYY,03458,K,
660271,801403,LAD,COL,0369ab,BB,
645277,605280,ATL,NYM,0125888b,BB,
673962,656240,TEX,BAL,034,Out,G
643376,608379,TBR,KCR,03,Out,G
687401,681347,MIL,PIT,01,Out,G
683146,680735,NYM,ATL,014588bb,K,
663656,667463,CHC,STL,0345,K,
665926,668909,TOR,CLE,03458,2B,F
666176,690916,LAA,BOS,01255,K,
683737,607200,CHC,STL,03478,1B,L
543510,680732,ARI,CHW,0122,Out,G
605141,683627,LAD,COL,01,Out,F
596115,579328,BOS,LAA,0345555,1B,L
682177,453286,CLE,TOR,0,1B,L
643446,800311,NYM,ATL,0345558,K,
641658,571510,STL,CHC,0,Out,F
518595,692285,LAA,BOS,012,1B,L
606115,808967,COL,LAD,01,Out,G
701358,554430,HOU,PHI,0125558b,K,
